Country,Year,Value
Chile,2013,45.8
Chile,2014,52.1
Chile,2015,59.3
Chile,2016,46.4
Chile,2017,39.8
Chile,2018,47.9
Chile,2019,48
Chile,2020,73.7
Chile,2021,77.2
Chile,2022,79.7
Estonia,2010,45.5
Estonia,2011,47.5
Estonia,2012,53.1
Estonia,2013,54.6
Estonia,2014,57.3
Estonia,2015,59.4
Estonia,2016,61.1
Estonia,2017,62.2
Estonia,2018,64.9
Estonia,2019,65
Estonia,2020,66.8
Estonia,2021,67.5
Estonia,2022,73.8
Israel,2012,36.8
Israel,2014,55.3
Israel,2015,59.6
Israel,2016,62.7
Israel,2017,64.4
Israel,2018,62.6
Israel,2019,61.6
Israel,2020,59.9
Israel,2021,60
Israel,2022,66.2
Slovenia,2010,63.9
Slovenia,2011,67.3
Slovenia,2012,70.5
Slovenia,2013,73.1
Slovenia,2014,74.2
Slovenia,2015,75.9
Slovenia,2016,78.6
Slovenia,2017,80.7
Slovenia,2018,82.6
Slovenia,2019,83.3
Slovenia,2020,85.1
Slovenia,2021,87.2
Slovenia,2022,91.6
Australia,2010,44.5
Australia,2011,43.4
Australia,2012,43.5
Australia,2013,44.1
Australia,2014,45
Australia,2015,46.1
Australia,2016,35.4
Australia,2017,36.3
Australia,2018,37.4
Australia,2019,37.7
Australia,2020,38.7
Australia,2021,39.9
Austria,2010,45.2
Austria,2011,46.9
Austria,2012,47.5
Austria,2013,48.7
Austria,2014,51.9
Austria,2015,50.4
Austria,2016,51.1
Austria,2017,51.8
Austria,2018,53.6
Austria,2019,51.5
Austria,2020,51.5
Austria,2021,51.2
Belgium,2010,90.3
Belgium,2011,95.3
Belgium,2012,99
Belgium,2013,101.8
Belgium,2014,104.6
Belgium,2015,106.8
Belgium,2016,109.7
Belgium,2017,112.8
Belgium,2018,114.6
Belgium,2019,115.9
Belgium,2020,112.8
Belgium,2021,115.4
Canada,2010,64.1
Canada,2011,61.2
Canada,2012,60.8
Canada,2013,61.5
Canada,2014,60.1
Canada,2015,64.9
Canada,2016,86.3
Canada,2017,95.9
Canada,2018,96.8
Canada,2019,98.3
Canada,2020,98.1
Canada,2021,101.8
Canada,2022,101.5
Czechia,2010,198.2
Czechia,2011,193.5
Czechia,2012,189.7
Czechia,2013,186.9
Czechia,2014,191
Czechia,2015,193.2
Czechia,2016,198.1
Czechia,2017,203
Czechia,2018,204.5
Czechia,2019,206.6
Czechia,2020,205.9
Czechia,2021,227
Denmark,2010,118.7
Denmark,2011,119.9
Denmark,2012,120.6
Denmark,2013,116.3
Denmark,2014,116.6
Denmark,2015,116
Denmark,2016,114.8
Denmark,2017,114.2
Denmark,2018,114.6
Denmark,2019,115.2
Denmark,2020,116.9
Denmark,2021,118.9
Finland,2010,145
Finland,2011,143.3
Finland,2012,144.3
Finland,2013,145.9
Finland,2014,143.8
Finland,2015,143.7
Finland,2016,138.3
Finland,2017,137.7
Finland,2018,135.6
Finland,2019,136.7
Finland,2020,140.9
Finland,2021,146.2
France,2010,173.5
France,2011,179.1
France,2012,179.5
France,2013,174.4
France,2014,178.7
France,2015,174.8
France,2016,197.9
France,2017,200.8
France,2018,210.4
France,2019,211.2
France,2020,215.1
France,2021,225.4
Germany,2010,59.5
Germany,2011,62.7
Germany,2012,65.9
Germany,2013,68.3
Germany,2014,72.5
Germany,2015,75.1
Germany,2016,77.5
Germany,2017,78.6
Germany,2018,107.6
Germany,2019,112.2
Germany,2020,116
Germany,2021,117.7
Greece,2013,182.2
Greece,2014,176.6
Greece,2015,185.9
Greece,2017,223.1
Greece,2018,239.5
Greece,2019,247.8
Greece,2020,260.3
Greece,2021,274.3
Greece,2022,280.2
Hungary,2010,86
Hungary,2011,92.6
Hungary,2012,80.3
Hungary,2013,78
Hungary,2014,82.8
Hungary,2015,87.4
Hungary,2016,91.7
Hungary,2017,96.4
Hungary,2018,100.6
Hungary,2019,104.6
Hungary,2020,109.3
Hungary,2021,109.7
Hungary,2022,110.9
Iceland,2010,105.6
Iceland,2011,97.6
Iceland,2012,96.2
Iceland,2013,98.3
Iceland,2014,94.7
Iceland,2015,99.5
Iceland,2016,107
Iceland,2017,111.7
Iceland,2018,108.5
Iceland,2019,111.9
Iceland,2020,118.9
Iceland,2021,120.9
Iceland,2022,111.8
Italy,2011,154.9
Italy,2012,146
Italy,2013,117.8
Italy,2014,116.5
Italy,2015,118.8
Italy,2016,122.4
Italy,2017,125.7
Italy,2018,129.9
Italy,2019,136.9
Italy,2020,137.1
Italy,2021,140.2
Italy,2022,142.4
Korea,2010,80.1
Korea,2011,86.1
Korea,2012,86.8
Korea,2013,90.1
Korea,2014,96.2
Korea,2015,87.6
Korea,2016,79.9
Korea,2017,81.4
Korea,2018,83.9
Korea,2019,85.2
Korea,2020,90.8
Korea,2021,93.1
Luxembourg,2010,105.9
Luxembourg,2011,109.5
Luxembourg,2012,116.6
Luxembourg,2013,118.8
Luxembourg,2014,125.9
Luxembourg,2015,127.7
Luxembourg,2016,138.7
Luxembourg,2017,152.1
Luxembourg,2018,161
Luxembourg,2019,170.9
Luxembourg,2020,176.4
Luxembourg,2021,196.8
Luxembourg,2022,190
Netherlands,2010,126.2
Netherlands,2011,129.2
Netherlands,2012,131.8
Netherlands,2013,133
Netherlands,2014,134.6
Netherlands,2015,135.4
Netherlands,2016,137.8
Netherlands,2017,141.4
Netherlands,2018,143.2
Netherlands,2019,142.2
Netherlands,2020,141.2
Netherlands,2021,141.7
New Zealand,2018,293.9
New Zealand,2019,270.6
New Zealand,2020,236.6
New Zealand,2021,253.2
New Zealand,2022,247.5
Norway,2010,136.5
Norway,2011,138.6
Norway,2012,141.6
Norway,2013,143.5
Norway,2014,141.1
Norway,2015,140
Norway,2016,143.6
Norway,2017,144.8
Norway,2018,148.5
Norway,2019,151.2
Norway,2020,152.5
Norway,2021,156.2
Norway,2022,166.4
Portugal,2010,93.3
Portugal,2011,95.7
Portugal,2012,88.2
Portugal,2013,83.7
Portugal,2014,85.6
Portugal,2015,87.4
Portugal,2016,90.5
Portugal,2017,90.3
Portugal,2018,93.3
Portugal,2019,94.7
Portugal,2020,93.7
Portugal,2021,93.6
Portugal,2022,95.7
Slovak Republic,2010,133.5
Slovak Republic,2011,134.3
Slovak Republic,2012,128.7
Slovak Republic,2013,143.3
Slovak Republic,2014,149.3
Slovak Republic,2015,155.9
Slovak Republic,2016,289
Slovak Republic,2017,288
Slovak Republic,2018,290
Slovak Republic,2019,297.9
Slovak Republic,2020,299.8
Slovak Republic,2021,305.3
Spain,2010,120.8
Spain,2011,123.9
Spain,2012,125.2
Spain,2013,123.6
Spain,2014,133.2
Spain,2015,137.3
Spain,2016,149.8
Spain,2017,159.8
Spain,2018,170.5
Spain,2019,177
Spain,2020,114.6
Spain,2021,121
Spain,2022,125
Sweden,2010,338.2
Sweden,2011,334
Sweden,2012,306.6
Sweden,2013,284.4
Sweden,2014,266.7
Sweden,2015,258.4
Sweden,2016,256.3
Sweden,2017,251.8
Sweden,2018,235.2
Sweden,2019,229.8
Sweden,2020,224.8
Sweden,2021,225.4
Sweden,2022,225.9
Türkiye,2010,87.2
Türkiye,2011,96.5
Türkiye,2012,107.2
Türkiye,2013,111.3
Türkiye,2014,118
Türkiye,2015,124.4
Türkiye,2016,134.6
Türkiye,2017,144.4
Türkiye,2018,169.3
Türkiye,2019,170.2
Türkiye,2020,152.8
Türkiye,2021,188.1
United Kingdom,2010,165.5
United Kingdom,2011,169
United Kingdom,2012,176.3
United Kingdom,2013,187.6
United Kingdom,2014,193.4
United Kingdom,2015,196.5
United Kingdom,2016,204.3
United Kingdom,2017,223.3
United Kingdom,2018,242.9
United Kingdom,2019,245.3
United Kingdom,2020,244.8
United Kingdom,2021,243
Chile,2011,64.6
Chile,2012,122.7
Chile,2013,107.5
Chile,2014,157
Chile,2015,159.8
Chile,2016,157.3
Chile,2017,87.2
Chile,2018,106.2
Chile,2019,121.3
Chile,2020,196.7
Chile,2021,202.1
Chile,2022,200.6
Estonia,2010,67.8
Estonia,2011,75
Estonia,2012,91.3
Estonia,2013,95.9
Estonia,2014,101
Estonia,2015,101.9
Estonia,2016,105.2
Estonia,2017,107.1
Estonia,2018,110.8
Estonia,2019,107.8
Estonia,2020,109.3
Estonia,2021,112.5
Estonia,2022,116.2
Israel,2012,118.1
Israel,2014,136.5
Israel,2015,128.4
Israel,2016,138.4
Israel,2017,68.3
Israel,2018,82.5
Israel,2019,71
Israel,2020,73
Israel,2021,78.2
Israel,2022,75.1
Slovenia,2010,83.5
Slovenia,2011,87.2
Slovenia,2012,90.9
Slovenia,2013,95
Slovenia,2014,101
Slovenia,2015,103.9
Slovenia,2016,104.9
Slovenia,2017,105.6
Slovenia,2018,106.5
Slovenia,2019,106.5
Slovenia,2020,106.8
Slovenia,2021,109
Slovenia,2022,109.9
Australia,2010,390.9
Australia,2011,392.2
Australia,2012,389.2
Australia,2013,388.1
Australia,2014,380.3
Australia,2015,376.3
Australia,2016,371.3
Australia,2017,368.5
Australia,2018,371.6
Australia,2019,371.7
Australia,2020,383.8
Australia,2021,395.4
Austria,2010,345.3
Austria,2011,351.2
Austria,2012,350.3
Austria,2013,345.8
Austria,2014,346.9
Austria,2015,333.2
Austria,2016,320.2
Austria,2017,319.3
Austria,2018,320.9
Austria,2019,330.2
Austria,2020,333.9
Austria,2021,306
Belgium,2010,486.6
Belgium,2011,488.8
Belgium,2012,492.2
Belgium,2013,491.3
Belgium,2014,487.7
Belgium,2015,486.8
Belgium,2016,487
Belgium,2017,477.5
Belgium,2018,474.6
Belgium,2019,476.5
Belgium,2020,479.6
Belgium,2021,483.1
Canada,2010,415.5
Canada,2011,424.5
Canada,2012,424.5
Canada,2013,421.2
Canada,2014,419.8
Canada,2015,419.5
Canada,2016,440.3
Canada,2017,446.5
Canada,2018,461.4
Canada,2019,477.5
Canada,2020,493.3
Canada,2021,509
Canada,2022,507.9
Czechia,2010,590
Czechia,2011,589
Czechia,2012,596.3
Czechia,2013,595.3
Czechia,2014,609.1
Czechia,2015,615.5
Czechia,2016,612.6
Czechia,2017,614.8
Czechia,2018,604.5
Czechia,2019,617.5
Czechia,2020,623.7
Czechia,2021,633.1
Denmark,2010,511.2
Denmark,2011,519.8
Denmark,2012,530.8
Denmark,2013,539
Denmark,2014,545
Denmark,2015,551.9
Denmark,2016,549.3
Denmark,2017,550.6
Denmark,2018,567.8
Denmark,2019,597.2
Denmark,2020,626.7
Denmark,2021,652.8
Finland,2010,532
Finland,2011,530.6
Finland,2012,540.1
Finland,2013,548.8
Finland,2014,552.9
Finland,2015,559.1
Finland,2016,559.2
Finland,2017,574.8
Finland,2018,598.3
Finland,2019,626.3
Finland,2020,655.2
Finland,2021,683
France,2010,428
France,2011,437
France,2012,444.5
France,2013,437.3
France,2014,431.5
France,2015,433.4
France,2016,437.5
France,2017,434.2
France,2018,428
France,2019,453.6
France,2020,445.5
France,2021,439.1
Germany,2010,635.7
Germany,2011,648.7
Germany,2012,659.8
Germany,2013,668.8
Germany,2014,683.5
Germany,2015,688.4
Germany,2016,695.7
Germany,2017,695.5
Germany,2018,719.9
Germany,2019,754.2
Germany,2020,781.5
Germany,2021,799.9
Greece,2013,430.8
Greece,2014,411.1
Greece,2015,420.4
Greece,2017,443.5
Greece,2018,448.4
Greece,2019,453.7
Greece,2020,471.6
Greece,2021,472.6
Greece,2022,482.1
Hungary,2010,690.4
Hungary,2011,710.7
Hungary,2012,703.7
Hungary,2013,713.6
Hungary,2014,718.6
Hungary,2015,723.4
Hungary,2016,721.9
Hungary,2017,722.2
Hungary,2018,724.3
Hungary,2019,726.9
Hungary,2020,754.9
Hungary,2021,722.9
Hungary,2022,721.6
Iceland,2010,351.8
Iceland,2011,363.6
Iceland,2012,364.9
Iceland,2013,372.5
Iceland,2014,367.2
Iceland,2015,373.1
Iceland,2016,376.6
Iceland,2017,376.1
Iceland,2018,380.2
Iceland,2019,381.3
Iceland,2020,388.4
Iceland,2021,390.6
Iceland,2022,380.8
Italy,2011,476.1
Italy,2012,480.3
Italy,2013,483.8
Italy,2014,482.8
Italy,2015,481.7
Italy,2016,484.6
Italy,2017,484.3
Italy,2018,487.4
Italy,2019,497.5
Italy,2020,503.6
Italy,2021,503.6
Italy,2022,505.5
Korea,2010,204.8
Korea,2011,208.5
Korea,2012,211.9
Korea,2013,217.7
Korea,2014,212
Korea,2015,212.7
Korea,2016,208.9
Korea,2017,213
Korea,2018,218.3
Korea,2019,221.8
Korea,2020,240.3
Korea,2021,254.9
Luxembourg,2010,344.7
Luxembourg,2011,353.2
Luxembourg,2012,355.4
Luxembourg,2013,352.2
Luxembourg,2014,347.4
Luxembourg,2015,343.9
Luxembourg,2016,336
Luxembourg,2017,322.7
Luxembourg,2018,316.6
Luxembourg,2019,318.3
Luxembourg,2020,307.1
Luxembourg,2021,304.3
Luxembourg,2022,278.8
Netherlands,2010,410.1
Netherlands,2011,421.2
Netherlands,2012,432.9
Netherlands,2013,435.8
Netherlands,2014,437.7
Netherlands,2015,438.5
Netherlands,2016,441.1
Netherlands,2017,447.8
Netherlands,2018,450
Netherlands,2019,453.7
Netherlands,2020,451.5
Netherlands,2021,455.2
New Zealand,2018,409.5
New Zealand,2019,415.7
New Zealand,2020,400.2
New Zealand,2021,460
New Zealand,2022,460.8
Norway,2010,408.2
Norway,2011,408.9
Norway,2012,410.5
Norway,2013,413
Norway,2014,414.3
Norway,2015,417.5
Norway,2016,421.2
Norway,2017,424.6
Norway,2018,432.9
Norway,2019,446
Norway,2020,459.8
Norway,2021,475.6
Norway,2022,496.7
Portugal,2010,408.8
Portugal,2011,388.4
Portugal,2012,399.6
Portugal,2013,396.7
Portugal,2014,392.4
Portugal,2015,389.1
Portugal,2016,390.5
Portugal,2017,385.5
Portugal,2018,390
Portugal,2019,410.7
Portugal,2020,421.9
Portugal,2021,427.4
Portugal,2022,441.3
Slovak Republic,2010,608.5
Slovak Republic,2011,626.6
Slovak Republic,2012,605
Slovak Republic,2013,683.8
Slovak Republic,2014,683.4
Slovak Republic,2015,680
Slovak Republic,2016,551.7
Slovak Republic,2017,543
Slovak Republic,2018,534.3
Slovak Republic,2019,532
Slovak Republic,2020,537.5
Slovak Republic,2021,526
Spain,2010,401.5
Spain,2011,408.4
Spain,2012,401.5
Spain,2013,390.6
Spain,2014,417.4
Spain,2015,423.5
Spain,2016,431.1
Spain,2017,434.3
Spain,2018,444.6
Spain,2019,448.5
Spain,2020,452.9
Spain,2021,462.6
Spain,2022,469.5
Sweden,2010,450.4
Sweden,2011,456.2
Sweden,2012,460.7
Sweden,2013,472.9
Sweden,2014,479.9
Sweden,2015,490.4
Sweden,2016,500.1
Sweden,2017,509.1
Sweden,2018,519.4
Sweden,2019,536.8
Sweden,2020,554.2
Sweden,2021,570.5
Sweden,2022,598.2
Türkiye,2010,151.7
Türkiye,2011,162.8
Türkiye,2012,163.3
Türkiye,2013,158.9
Türkiye,2014,160.8
Türkiye,2015,165.4
Türkiye,2016,167.4
Türkiye,2017,176.4
Türkiye,2018,187.7
Türkiye,2019,195.1
Türkiye,2020,218.8
Türkiye,2021,221.7
United Kingdom,2010,520.6
United Kingdom,2011,520.2
United Kingdom,2012,528.3
United Kingdom,2013,533.5
United Kingdom,2014,536.1
United Kingdom,2015,536.5
United Kingdom,2016,537.1
United Kingdom,2017,543.7
United Kingdom,2018,557.4
United Kingdom,2019,565
United Kingdom,2020,572.9
United Kingdom,2021,575
Chile,2011,200.7
Chile,2012,356.9
Chile,2013,300.6
Chile,2014,522.9
Chile,2015,464.6
Chile,2016,441.8
Chile,2017,379
Chile,2018,360.3
Chile,2019,476.6
Chile,2020,576.8
Chile,2021,601.8
Chile,2022,593.2
Estonia,2010,351.3
Estonia,2011,358.3
Estonia,2012,399.2
Estonia,2013,402
Estonia,2014,408.3
Estonia,2015,416.6
Estonia,2016,411.1
Estonia,2017,418.7
Estonia,2018,429.7
Estonia,2019,429.8
Estonia,2020,448.7
Estonia,2021,449.8
Estonia,2022,471.5
Israel,2012,253.7
Israel,2014,334.5
Israel,2015,330.4
Israel,2016,336.6
Israel,2017,325.1
Israel,2018,317.9
Israel,2019,316.7
Israel,2020,311.9
Israel,2021,306.4
Israel,2022,306.9
Slovenia,2010,523.8
Slovenia,2011,534.8
Slovenia,2012,540.1
Slovenia,2013,549.1
Slovenia,2014,549.8
Slovenia,2015,553
Slovenia,2016,556.3
Slovenia,2017,557.2
Slovenia,2018,555.9
Slovenia,2019,558.4
Slovenia,2020,562.5
Slovenia,2021,563.9
Slovenia,2022,574.7
Australia,2010,3.4
Australia,2011,3.3
Australia,2012,3.2
Australia,2013,3.1
Australia,2014,2.9
Australia,2015,2.7
Australia,2016,2.5
Australia,2017,2.4
Australia,2018,2.3
Australia,2019,2.1
Australia,2020,2.1
Australia,2021,2
Austria,2010,2.4
Austria,2011,2.2
Austria,2012,2
Austria,2013,1.8
Austria,2014,1.7
Austria,2015,1.4
Austria,2016,1.3
Austria,2017,1.2
Austria,2018,1
Austria,2019,0.9
Austria,2020,0.9
Austria,2021,0.8
Belgium,2010,3
Belgium,2011,2.8
Belgium,2012,2.6
Belgium,2013,2.1
Belgium,2014,1.9
Belgium,2015,1.7
Belgium,2016,1.5
Belgium,2017,1.3
Belgium,2018,1.2
Belgium,2019,1.1
Belgium,2020,1
Belgium,2021,0.9
Canada,2010,2.5
Canada,2011,2.4
Canada,2012,2.2
Canada,2013,2
Canada,2014,1.8
Canada,2015,1.7
Canada,2016,1.5
Canada,2017,1.3
Canada,2018,1.2
Canada,2019,1.1
Canada,2020,1
Canada,2021,0.9
Canada,2022,0.8
Czechia,2010,3.9
Czechia,2011,3.6
Czechia,2012,3.3
Czechia,2013,3.1
Czechia,2014,2.9
Czechia,2015,2.7
Czechia,2016,2.5
Czechia,2017,2.4
Czechia,2018,2.1
Czechia,2019,2.3
Czechia,2020,2
Czechia,2021,1.9
Denmark,2010,4.7
Denmark,2011,4.5
Denmark,2012,4.3
Denmark,2013,4.1
Denmark,2014,3.9
Denmark,2015,3.7
Denmark,2016,3.6
Denmark,2017,3.4
Denmark,2018,3.2
Denmark,2019,3.1
Denmark,2020,2.9
Denmark,2021,2.8
Finland,2010,4.2
Finland,2011,4
Finland,2012,3.7
Finland,2013,3.5
Finland,2014,3.2
Finland,2015,2.9
Finland,2016,2.7
Finland,2017,2.5
Finland,2018,2.3
Finland,2019,2.1
Finland,2020,1.9
Finland,2021,1.8
France,2010,3.2
France,2011,2.9
France,2012,2.8
France,2013,2.4
France,2014,2.2
France,2015,2
France,2016,1.8
France,2017,1.6
France,2018,1.5
France,2019,1.4
France,2020,1.3
France,2021,1.1
Germany,2010,6.3
Germany,2011,5.8
Germany,2012,5.3
Germany,2013,4.8
Germany,2014,4.4
Germany,2015,4
Germany,2016,3.6
Germany,2017,3.3
Germany,2018,3.1
Germany,2019,3
Germany,2020,2.8
Germany,2021,2.7
Greece,2013,3.1
Greece,2014,2.4
Greece,2015,2.4
Greece,2017,1.9
Greece,2018,1
Greece,2019,1.1
Greece,2020,1.2
Greece,2021,1.2
Greece,2022,1.1
Hungary,2010,4.4
Hungary,2011,4.1
Hungary,2012,3.7
Hungary,2013,3.4
Hungary,2014,3.2
Hungary,2015,2.9
Hungary,2016,2.7
Hungary,2017,2.5
Hungary,2018,2.3
Hungary,2019,2.1
Hungary,2020,2.1
Hungary,2021,1.8
Hungary,2022,1.6
Iceland,2010,2.6
Iceland,2011,2.3
Iceland,2012,2.3
Iceland,2013,2.4
Iceland,2014,2.3
Iceland,2015,2.3
Iceland,2016,2.2
Iceland,2017,1.9
Iceland,2018,1.8
Iceland,2019,1.7
Iceland,2020,1.5
Iceland,2021,1.3
Iceland,2022,3
Italy,2011,3.7
Italy,2012,3.4
Italy,2013,3
Italy,2014,2.7
Italy,2015,2.4
Italy,2016,2.2
Italy,2017,2
Italy,2018,1.8
Italy,2019,1.7
Italy,2020,1.5
Italy,2021,1.4
Italy,2022,1.3
Korea,2010,1.4
Korea,2011,1.4
Korea,2012,1.4
Korea,2013,1.4
Korea,2014,1.3
Korea,2015,1.2
Korea,2016,1.1
Korea,2017,1
Korea,2018,0.9
Korea,2019,0.9
Korea,2020,1
Korea,2021,0.9
Luxembourg,2010,2.4
Luxembourg,2011,2.1
Luxembourg,2012,2
Luxembourg,2013,1.8
Luxembourg,2014,1.6
Luxembourg,2015,1.4
Luxembourg,2016,1.3
Luxembourg,2017,1.2
Luxembourg,2018,1.1
Luxembourg,2019,1.1
Luxembourg,2020,1
Luxembourg,2021,0.9
Luxembourg,2022,0.8
Netherlands,2010,3
Netherlands,2011,2.9
Netherlands,2012,2.8
Netherlands,2013,2.7
Netherlands,2014,2.5
Netherlands,2015,2.4
Netherlands,2016,2.3
Netherlands,2017,2.2
Netherlands,2018,2.1
Netherlands,2019,1.7
Netherlands,2020,1.7
Netherlands,2021,1.7
New Zealand,2018,1.7
New Zealand,2019,1.6
New Zealand,2020,1.5
New Zealand,2021,1.5
New Zealand,2022,1.5
Norway,2010,2.4
Norway,2011,2.2
Norway,2012,2.2
Norway,2013,1.9
Norway,2014,1.6
Norway,2015,1.4
Norway,2016,1.3
Norway,2017,1.1
Norway,2018,1
Norway,2019,1
Norway,2020,0.9
Norway,2021,0.9
Norway,2022,0.8
Portugal,2010,4.5
Portugal,2011,4
Portugal,2012,4
Portugal,2013,3.6
Portugal,2014,3.4
Portugal,2015,3.1
Portugal,2016,2.8
Portugal,2017,2.6
Portugal,2018,2.5
Portugal,2019,2.3
Portugal,2020,2.1
Portugal,2021,1.9
Portugal,2022,1.7
Slovak Republic,2010,3.9
Slovak Republic,2011,3.5
Slovak Republic,2012,3.1
Slovak Republic,2013,3.2
Slovak Republic,2014,2.9
Slovak Republic,2015,2.6
Slovak Republic,2016,2.4
Slovak Republic,2017,2.2
Slovak Republic,2018,2.1
Slovak Republic,2019,1.9
Slovak Republic,2020,1.8
Slovak Republic,2021,1.7
Spain,2010,4.4
Spain,2011,4.1
Spain,2012,3.7
Spain,2013,3.3
Spain,2014,3.3
Spain,2015,3.1
Spain,2016,2.8
Spain,2017,2.6
Spain,2018,2.4
Spain,2019,2.2
Spain,2020,2
Spain,2021,1.8
Spain,2022,1.6
Sweden,2010,3.5
Sweden,2011,3.2
Sweden,2012,3
Sweden,2013,2.8
Sweden,2014,2.6
Sweden,2015,2.4
Sweden,2016,2.2
Sweden,2017,2.1
Sweden,2018,1.9
Sweden,2019,1.8
Sweden,2020,1.7
Sweden,2021,1.6
Sweden,2022,1.6
Türkiye,2010,2
Türkiye,2011,1.9
Türkiye,2012,1.7
Türkiye,2013,1.6
Türkiye,2014,1.5
Türkiye,2015,1.4
Türkiye,2016,1.3
Türkiye,2017,1.3
Türkiye,2018,1.2
Türkiye,2019,1.1
Türkiye,2020,1.1
Türkiye,2021,1.1
United Kingdom,2010,3.2
United Kingdom,2011,3
United Kingdom,2012,2.8
United Kingdom,2013,2.7
United Kingdom,2014,2.5
United Kingdom,2015,2.3
United Kingdom,2016,2.1
United Kingdom,2017,2
United Kingdom,2018,2
United Kingdom,2019,1.9
United Kingdom,2020,1.8
United Kingdom,2021,1.7
Chile,2011,1
Chile,2012,3.1
Chile,2013,0.9
Chile,2014,2.8
Chile,2015,1.9
Chile,2016,2.1
Chile,2017,0.9
Chile,2018,1
Chile,2019,1
Chile,2020,1.1
Chile,2021,1.6
Chile,2022,2
Estonia,2010,6.1
Estonia,2011,5.4
Estonia,2012,5.2
Estonia,2013,4.8
Estonia,2014,4.5
Estonia,2015,4.2
Estonia,2016,3.7
Estonia,2017,3.3
Estonia,2018,3.1
Estonia,2019,2.5
Estonia,2020,2
Estonia,2021,2
Estonia,2022,1.8
Israel,2012,0.5
Israel,2014,0.5
Israel,2015,0.5
Israel,2016,0.4
Israel,2017,0.4
Israel,2018,0.4
Israel,2019,0.3
Israel,2020,0.3
Israel,2021,0.3
Israel,2022,0.3
Slovenia,2010,3.1
Slovenia,2011,2.9
Slovenia,2012,2.7
Slovenia,2013,2.6
Slovenia,2014,2.4
Slovenia,2015,2.3
Slovenia,2016,2.1
Slovenia,2017,2
Slovenia,2018,1.9
Slovenia,2019,1.6
Slovenia,2020,1.6
Slovenia,2021,1.4
Slovenia,2022,1.3
Australia,2010,1.8
Australia,2011,1.9
Australia,2012,1.9
Australia,2013,1.9
Australia,2014,1.9
Australia,2015,2
Australia,2016,2
Australia,2017,2
Australia,2018,2.1
Australia,2019,2.2
Australia,2020,2.2
Australia,2021,2.3
Austria,2010,2.6
Austria,2011,2.7
Austria,2012,2.7
Austria,2013,2.7
Austria,2014,2.6
Austria,2015,2.5
Austria,2016,2.4
Austria,2017,2.3
Austria,2018,2.3
Austria,2019,2.2
Austria,2020,2.2
Austria,2021,2.1
Belgium,2010,8.5
Belgium,2011,8.4
Belgium,2012,8.4
Belgium,2013,8.3
Belgium,2014,8.2
Belgium,2015,8.2
Belgium,2016,8.1
Belgium,2017,8
Belgium,2018,8
Belgium,2019,7.9
Belgium,2020,7.8
Belgium,2021,7.7
Canada,2010,2
Canada,2011,1.9
Canada,2012,1.8
Canada,2013,1.8
Canada,2014,1.7
Canada,2015,1.6
Canada,2016,1.5
Canada,2017,1.5
Canada,2018,1.4
Canada,2019,1.4
Canada,2020,1.4
Canada,2021,1.4
Canada,2022,1.4
Czechia,2010,7.2
Czechia,2011,7.5
Czechia,2012,7.5
Czechia,2013,7.7
Czechia,2014,8
Czechia,2015,8.3
Czechia,2016,8.4
Czechia,2017,8.5
Czechia,2018,8.6
Czechia,2019,8.9
Czechia,2020,8.9
Czechia,2021,8.9
Denmark,2010,1.5
Denmark,2011,1.6
Denmark,2012,1.6
Denmark,2013,1.6
Denmark,2014,1.6
Denmark,2015,1.5
Denmark,2016,1.5
Denmark,2017,1.5
Denmark,2018,1.5
Denmark,2019,1.6
Denmark,2020,1.5
Denmark,2021,1.6
Finland,2010,1.9
Finland,2011,2
Finland,2012,2
Finland,2013,2.1
Finland,2014,2.1
Finland,2015,2.1
Finland,2016,2.1
Finland,2017,2.1
Finland,2018,2.1
Finland,2019,2
Finland,2020,2
Finland,2021,1.9
France,2010,10.4
France,2011,10.2
France,2012,10
France,2013,9.8
France,2014,9.7
France,2015,9.5
France,2016,9.3
France,2017,9.1
France,2018,8.6
France,2019,8.7
France,2020,8.5
France,2021,8.3
Germany,2010,2.9
Germany,2011,3.1
Germany,2012,3.1
Germany,2013,3.1
Germany,2014,3.1
Germany,2015,3.1
Germany,2016,3
Germany,2017,2.9
Germany,2018,3
Germany,2019,3
Germany,2020,2.9
Germany,2021,2.9
Greece,2013,6.5
Greece,2014,6.3
Greece,2015,6.5
Greece,2017,7
Greece,2018,7.1
Greece,2019,7.1
Greece,2020,7.4
Greece,2021,7.3
Greece,2022,7.2
Hungary,2010,6.6
Hungary,2011,6.6
Hungary,2012,6.5
Hungary,2013,6.6
Hungary,2014,6.6
Hungary,2015,6.6
Hungary,2016,6.6
Hungary,2017,6.6
Hungary,2018,6.6
Hungary,2019,6.5
Hungary,2020,6.8
Hungary,2021,6.3
Hungary,2022,6.3
Iceland,2010,3.4
Iceland,2011,3.6
Iceland,2012,3.8
Iceland,2013,4
Iceland,2014,3.9
Iceland,2015,4.2
Iceland,2016,4.3
Iceland,2017,4.3
Iceland,2018,4.4
Iceland,2019,4.5
Iceland,2020,4.6
Iceland,2021,4.4
Iceland,2022,4.3
Italy,2011,8.1
Italy,2012,8.1
Italy,2013,8.1
Italy,2014,8
Italy,2015,8.1
Italy,2016,7.9
Italy,2017,7.9
Italy,2018,7.8
Italy,2019,7.9
Italy,2020,7.9
Italy,2021,7.7
Italy,2022,7.7
Korea,2010,0.7
Korea,2011,0.9
Korea,2012,0.9
Korea,2013,0.9
Korea,2014,1
Korea,2015,1.1
